Timestamp,Machine_ID,Operation_Mode,Attack_Type,Vibration_X,Vibration_Y,Vibration_Z,Temperature_Sensor,Current_Sensor,Spindle_Speed,Extruder_Temp,Feed_Rate,Anomaly_Label
2024-01-01 08:03:20,3DPrinter,Attack,Parameter_Tamper,0.578,0.428,0.53,281.31,4.0,,304.65,68.43,1
2024-01-01 08:03:25,CNC,Attack,Parameter_Tamper,0.666,0.573,0.641,90.29,4.04,2418.18,,128.37,1
2024-01-01 08:03:30,CNC,Normal,None,0.264,0.056,0.214,72.0,1.92,1799.12,,71.64,0
2024-01-01 08:03:35,3DPrinter,Attack,Malware,0.589,0.409,0.534,282.06,3.83,,295.89,70.73,1
2024-01-01 08:03:40,CNC,Normal,None,0.15,0.154,0.199,72.62,2.66,1752.26,,77.34,0
2024-01-01 08:03:45,3DPrinter,Normal,None,0.218,0.136,0.214,224.29,1.75,,209.9,46.99,0
2024-01-01 08:03:50,CNC,Normal,None,0.132,0.137,0.249,72.31,2.4,1808.89,,74.22,0
2024-01-01 08:03:55,3DPrinter,Attack,Data_Spoofing,0.458,0.461,0.551,280.49,3.77,,300.12,71.49,1
2024-01-01 08:04:00,3DPrinter,Normal,None,0.128,0.213,0.2,229.08,1.77,,214.88,45.64,0
2024-01-01 08:04:05,3DPrinter,Normal,None,0.189,0.014,0.114,216.2,1.85,,211.71,55.63,0
2024-01-01 08:04:10,CNC,Normal,None,0.22,0.208,0.212,74.43,2.48,1786.77,,79.71,0
2024-01-01 08:04:15,CNC,Attack,Malware,0.58,0.43,0.745,89.66,4.3,2340.56,,117.6,1
2024-01-01 08:04:20,3DPrinter,Normal,None,0.163,0.135,0.216,221.56,1.71,,202.0,45.89,0
2024-01-01 08:04:25,CNC,Normal,None,0.217,0.033,0.249,71.0,1.9,1955.12,,80.46,0
2024-01-01 08:04:30,3DPrinter,Normal,None,0.158,0.178,0.191,220.83,1.49,,208.65,54.47,0
2024-01-01 08:04:35,3DPrinter,Normal,None,0.194,0.173,0.052,214.08,1.19,,208.65,52.15,0
2024-01-01 08:04:40,3DPrinter,Normal,None,0.126,0.187,0.189,221.65,1.8,,213.98,49.16,0
2024-01-01 08:04:45,CNC,Attack,Parameter_Tamper,0.483,0.405,0.644,86.09,4.07,2536.66,,116.24,1
2024-01-01 08:04:50,CNC,Normal,None,0.232,0.12,0.304,69.04,2.02,1752.43,,76.74,0
2024-01-01 08:04:55,3DPrinter,Normal,None,0.122,0.115,0.088,217.23,1.44,,219.82,50.11,0
2024-01-01 08:05:00,3DPrinter,Normal,None,0.176,0.18,0.183,216.9,1.58,,212.9,48.36,0
2024-01-01 08:05:05,CNC,Normal,None,0.094,0.034,0.256,74.93,2.1,1857.66,,81.25,0
2024-01-01 08:05:10,3DPrinter,Normal,None,0.101,0.124,0.216,207.72,1.56,,205.48,49.44,0
2024-01-01 08:05:15,CNC,Normal,None,0.177,0.095,0.084,75.06,2.55,1799.2,,85.92,0
2024-01-01 08:05:20,CNC,Normal,None,0.346,0.211,0.129,74.75,2.04,1733.16,,85.58,0
2024-01-01 08:05:25,CNC,Normal,None,0.088,0.042,0.199,68.05,2.01,1740.76,,76.54,0
2024-01-01 08:05:30,3DPrinter,Normal,None,0.025,0.154,0.16,219.58,1.87,,211.37,47.83,0
2024-01-01 08:05:35,CNC,Normal,None,0.143,0.147,0.213,64.99,2.42,1733.74,,82.28,0
2024-01-01 08:05:40,3DPrinter,Normal,None,0.164,-0.017,0.117,218.47,1.34,,213.99,46.58,0
2024-01-01 08:05:45,3DPrinter,Normal,None,0.163,0.087,0.142,215.7,1.68,,215.03,48.27,0
2024-01-01 08:05:50,CNC,Normal,None,0.257,0.194,0.109,77.3,1.49,1696.74,,80.68,0
2024-01-01 08:05:55,CNC,Normal,None,0.186,0.146,0.149,73.5,2.3,1833.76,,78.35,0
2024-01-01 08:06:00,CNC,Normal,None,0.158,0.118,0.198,73.1,1.32,1836.08,,78.92,0
2024-01-01 08:06:05,CNC,Attack,Data_Spoofing,0.666,0.407,0.579,84.39,3.66,2501.84,,126.71,1
2024-01-01 08:06:10,3DPrinter,Normal,None,0.138,0.161,0.185,220.48,1.53,,211.43,50.5,0
2024-01-01 08:06:15,CNC,Normal,None,0.22,0.164,0.131,71.9,3.11,1818.19,,80.99,0
2024-01-01 08:06:20,3DPrinter,Normal,None,0.095,0.079,0.215,222.01,1.7,,214.15,53.86,0
2024-01-01 08:06:25,3DPrinter,Normal,None,0.128,0.158,0.094,224.35,2.21,,212.07,55.63,0
2024-01-01 08:06:30,3DPrinter,Normal,None,0.097,0.094,0.149,224.18,1.53,,198.38,50.54,0
2024-01-01 08:06:35,3DPrinter,Normal,None,0.282,0.125,0.176,222.41,1.87,,206.05,51.41,0
2024-01-01 08:06:40,3DPrinter,Normal,None,0.083,0.214,0.149,220.5,1.77,,213.91,57.62,0
2024-01-01 08:06:45,CNC,Normal,None,0.217,0.129,0.13,66.96,1.54,1882.32,,80.29,0
2024-01-01 08:06:50,3DPrinter,Normal,None,0.214,0.079,0.065,218.7,1.46,,209.25,49.98,0
2024-01-01 08:06:55,CNC,Normal,None,0.088,0.124,0.209,75.55,2.65,1773.11,,75.57,0
2024-01-01 08:07:00,CNC,Normal,None,0.18,0.151,0.113,70.45,1.89,1867.43,,79.54,0
2024-01-01 08:07:05,CNC,Normal,None,0.191,0.138,0.122,67.86,2.24,1774.5,,86.02,0
2024-01-01 08:07:10,CNC,Normal,None,0.035,0.053,0.078,70.61,2.32,1774.52,,79.4,0
2024-01-01 08:07:15,3DPrinter,Normal,None,0.176,0.064,0.228,224.68,2.18,,213.61,46.61,0
2024-01-01 08:07:20,3DPrinter,Normal,None,0.155,0.113,0.165,214.73,1.69,,208.85,52.44,0
2024-01-01 08:07:25,CNC,Attack,Malware,0.534,0.525,0.731,86.76,4.05,2559.31,,118.76,1
2024-01-01 08:07:30,3DPrinter,Normal,None,0.067,0.208,0.078,215.92,2.19,,201.23,52.27,0
2024-01-01 08:07:35,CNC,Normal,None,0.081,-0.006,0.279,70.63,2.16,1745.51,,81.6,0
2024-01-01 08:07:40,CNC,Attack,Data_Spoofing,0.668,0.548,0.626,94.04,4.66,2567.23,,117.51,1
2024-01-01 08:07:45,CNC,Attack,DoS,0.571,0.551,0.674,88.38,3.49,2519.58,,116.09,1
2024-01-01 08:07:50,CNC,Normal,None,0.32,0.19,0.127,71.58,2.85,1957.05,,75.98,0
2024-01-01 08:07:55,3DPrinter,Attack,DoS,0.526,0.358,0.486,276.88,4.01,,302.59,67.82,1
2024-01-01 08:08:00,CNC,Normal,None,0.08,0.181,0.053,67.6,2.74,1711.62,,82.3,0
2024-01-01 08:08:05,3DPrinter,Normal,None,0.062,0.145,0.149,215.71,2.01,,207.12,50.37,0
2024-01-01 08:08:10,3DPrinter,Normal,None,0.066,0.169,0.122,221.21,1.85,,208.33,55.93,0
2024-01-01 08:08:15,CNC,Normal,None,0.177,0.19,0.121,71.9,2.59,1862.18,,73.72,0
2024-01-01 08:08:20,3DPrinter,Normal,None,0.084,0.109,0.193,220.6,2.05,,213.09,53.86,0
2024-01-01 08:08:25,3DPrinter,Attack,Malware,0.553,0.446,0.467,282.15,4.06,,301.36,66.17,1
2024-01-01 08:08:30,CNC,Attack,DoS,0.631,0.535,0.729,89.76,3.61,2588.65,,114.38,1
2024-01-01 08:08:35,3DPrinter,Normal,None,0.175,0.131,0.116,226.28,1.53,,209.07,48.68,0
2024-01-01 08:08:40,CNC,Normal,None,0.134,0.213,0.221,70.85,1.66,1858.55,,82.85,0
2024-01-01 08:08:45,CNC,Attack,Data_Spoofing,0.603,0.514,0.749,96.9,3.65,2455.45,,125.81,1
2024-01-01 08:08:50,3DPrinter,Normal,None,0.106,0.16,0.125,215.98,1.5,,204.75,44.2,0
2024-01-01 08:08:55,3DPrinter,Normal,None,0.09,0.169,0.129,219.75,2.0,,204.39,51.15,0
2024-01-01 08:09:00,3DPrinter,Attack,DoS,0.558,0.531,0.472,280.37,3.84,,297.01,71.67,1
2024-01-01 08:09:05,CNC,Normal,None,0.136,0.239,0.12,67.5,2.39,1744.78,,82.53,0
2024-01-01 08:09:10,3DPrinter,Normal,None,0.268,0.167,0.098,220.82,1.69,,212.92,51.63,0
2024-01-01 08:09:15,3DPrinter,Normal,None,0.204,0.111,0.1,213.1,1.58,,209.83,55.38,0
2024-01-01 08:09:20,3DPrinter,Normal,None,0.185,0.067,-0.034,215.65,2.16,,211.72,53.97,0
2024-01-01 08:09:25,CNC,Normal,None,0.101,0.181,0.135,71.77,2.64,1882.05,,82.03,0
2024-01-01 08:09:30,3DPrinter,Normal,None,0.2,0.197,0.108,222.4,1.69,,205.83,47.93,0
2024-01-01 08:09:35,CNC,Attack,Parameter_Tamper,0.635,0.552,0.739,90.57,3.82,2364.01,,122.99,1
2024-01-01 08:09:40,3DPrinter,Normal,None,0.225,0.131,0.153,217.99,1.96,,210.24,53.63,0
2024-01-01 08:09:45,3DPrinter,Attack,Malware,0.428,0.428,0.56,285.37,3.69,,300.66,67.9,1
2024-01-01 08:09:50,CNC,Normal,None,0.146,0.149,0.186,68.42,2.15,1596.48,,82.93,0
2024-01-01 08:09:55,CNC,Normal,None,0.256,0.039,0.006,71.32,2.0,1697.88,,82.83,0
2024-01-01 08:10:00,CNC,Normal,None,0.259,0.232,0.144,66.56,2.15,1863.33,,75.09,0
2024-01-01 08:10:05,CNC,Normal,None,0.296,0.137,0.177,69.28,2.34,1674.85,,85.78,0
2024-01-01 08:10:10,3DPrinter,Attack,Data_Spoofing,0.525,0.449,0.563,278.85,4.21,,303.61,71.38,1
2024-01-01 08:10:15,3DPrinter,Normal,None,0.18,0.13,0.175,219.55,2.23,,206.62,55.4,0
2024-01-01 08:10:20,3DPrinter,Normal,None,0.113,0.119,0.06,222.82,1.61,,214.98,49.17,0
2024-01-01 08:10:25,CNC,Normal,None,0.178,0.108,-0.01,65.25,2.5,1878.58,,81.7,0
2024-01-01 08:10:30,3DPrinter,Attack,Data_Spoofing,0.499,0.421,0.537,277.98,4.72,,299.89,71.57,1
2024-01-01 08:10:35,3DPrinter,Normal,None,0.239,0.13,0.038,218.76,1.6,,204.99,49.16,0
2024-01-01 08:10:40,3DPrinter,Normal,None,0.199,0.151,0.115,217.78,1.88,,206.01,55.44,0
2024-01-01 08:10:45,3DPrinter,Attack,DoS,0.518,0.495,0.582,285.25,3.84,,306.59,70.59,1
2024-01-01 08:10:50,3DPrinter,Normal,None,0.17,0.229,0.122,221.02,1.49,,207.35,51.86,0
2024-01-01 08:10:55,3DPrinter,Normal,None,0.206,0.206,0.162,220.19,1.84,,213.07,46.93,0
2024-01-01 08:11:00,3DPrinter,Normal,None,0.205,0.114,0.187,224.37,1.24,,205.49,45.31,0
2024-01-01 08:11:05,CNC,Attack,DoS,0.74,0.626,0.647,89.48,4.15,2565.23,,113.69,1
2024-01-01 08:11:10,3DPrinter,Attack,Malware,0.527,0.387,0.619,283.89,4.12,,296.57,70.97,1
2024-01-01 08:11:15,CNC,Normal,None,0.16,0.178,0.134,72.32,1.06,1914.88,,73.04,0
2024-01-01 08:11:20,3DPrinter,Normal,None,0.169,0.116,0.18,213.77,2.13,,206.46,45.33,0
2024-01-01 08:11:25,3DPrinter,Normal,None,0.136,0.124,0.076,224.98,1.65,,202.22,48.72,0
2024-01-01 08:11:30,CNC,Normal,None,0.121,0.176,0.219,73.67,2.69,1791.05,,81.45,0
2024-01-01 08:11:35,3DPrinter,Attack,Parameter_Tamper,0.565,0.437,0.54,279.64,3.99,,303.64,70.16,1
2024-01-01 08:11:40,CNC,Normal,None,0.171,0.068,0.147,71.35,1.96,1800.93,,80.56,0
2024-01-01 08:11:45,3DPrinter,Attack,DoS,0.523,0.5,0.405,290.44,3.96,,305.54,66.88,1
2024-01-01 08:11:50,3DPrinter,Normal,None,0.164,0.087,0.194,219.18,1.96,,205.41,49.91,0
2024-01-01 08:11:55,CNC,Normal,None,0.32,0.154,0.234,73.32,2.67,1863.87,,75.43,0
2024-01-01 08:12:00,CNC,Normal,None,0.126,0.161,0.23,69.24,2.34,1943.52,,82.26,0
2024-01-01 08:12:05,CNC,Normal,None,0.205,0.223,0.074,71.79,2.48,1770.24,,85.5,0
2024-01-01 08:12:10,CNC,Attack,Parameter_Tamper,0.608,0.478,0.561,85.07,3.45,2655.26,,113.79,1
2024-01-01 08:12:15,3DPrinter,Normal,None,0.135,0.202,0.19,216.56,2.48,,214.91,49.03,0
2024-01-01 08:12:20,3DPrinter,Normal,None,0.127,0.119,0.082,212.34,2.23,,200.88,56.99,0
2024-01-01 08:12:25,3DPrinter,Attack,Parameter_Tamper,0.536,0.48,0.593,283.79,4.08,,300.52,69.81,1
2024-01-01 08:12:30,CNC,Normal,None,0.167,0.179,0.158,67.15,1.85,1701.57,,83.88,0
2024-01-01 08:12:35,3DPrinter,Normal,None,0.119,0.166,0.061,215.05,2.08,,205.09,49.33,0
2024-01-01 08:12:40,3DPrinter,Normal,None,0.102,0.148,0.232,221.11,1.85,,205.31,54.19,0
2024-01-01 08:12:45,3DPrinter,Normal,None,0.146,0.126,0.119,220.61,1.96,,210.24,50.12,0
2024-01-01 08:12:50,3DPrinter,Normal,None,0.175,0.055,0.197,218.5,1.72,,213.76,52.24,0
2024-01-01 08:12:55,CNC,Normal,None,0.131,0.119,0.247,67.98,2.31,1716.47,,88.58,0
2024-01-01 08:13:00,3DPrinter,Normal,None,0.176,0.083,0.122,222.27,2.17,,218.12,45.39,0
2024-01-01 08:13:05,CNC,Normal,None,0.199,0.134,0.341,67.59,2.86,1967.77,,77.79,0
2024-01-01 08:13:10,3DPrinter,Normal,None,0.165,0.093,0.059,222.82,1.47,,206.44,48.24,0
2024-01-01 08:13:15,CNC,Normal,None,0.166,0.156,0.051,70.99,2.53,1600.63,,81.5,0
2024-01-01 08:13:20,CNC,Normal,None,0.229,0.276,0.142,75.18,2.24,1731.91,,76.04,0
2024-01-01 08:13:25,3DPrinter,Normal,None,0.181,0.114,0.095,216.32,2.17,,215.46,51.83,0
2024-01-01 08:13:30,3DPrinter,Attack,Parameter_Tamper,0.473,0.38,0.554,283.9,4.02,,306.14,67.75,1
2024-01-01 08:13:35,3DPrinter,Attack,DoS,0.511,0.457,0.542,283.54,4.29,,296.07,66.01,1
2024-01-01 08:13:40,3DPrinter,Normal,None,0.154,0.155,0.098,211.99,2.45,,204.34,52.51,0
2024-01-01 08:13:45,3DPrinter,Normal,None,0.152,0.124,0.135,224.6,1.71,,211.34,50.97,0
2024-01-01 08:13:50,3DPrinter,Attack,Data_Spoofing,0.475,0.438,0.491,278.23,3.69,,306.57,70.15,1
2024-01-01 08:13:55,CNC,Attack,Parameter_Tamper,0.612,0.548,0.707,94.17,4.02,2501.04,,114.75,1
2024-01-01 08:14:00,CNC,Normal,None,0.154,0.071,0.196,70.16,1.48,1735.35,,68.45,0
2024-01-01 08:14:05,3DPrinter,Normal,None,0.165,0.06,0.17,227.65,2.17,,208.93,54.47,0
2024-01-01 08:14:10,CNC,Normal,None,0.141,0.111,0.134,67.88,2.32,1737.21,,80.06,0
2024-01-01 08:14:15,3DPrinter,Attack,Data_Spoofing,0.464,0.472,0.61,284.75,3.55,,287.23,72.8,1
2024-01-01 08:14:20,CNC,Normal,None,0.171,0.209,0.125,66.49,2.68,1768.33,,83.51,0
2024-01-01 08:14:25,3DPrinter,Normal,None,0.188,0.091,0.01,217.27,1.92,,202.61,50.55,0
2024-01-01 08:14:30,CNC,Normal,None,0.11,0.138,0.023,76.18,1.72,1795.99,,84.67,0
2024-01-01 08:14:35,CNC,Normal,None,0.12,0.044,0.047,74.41,2.12,1733.09,,84.16,0
2024-01-01 08:14:40,CNC,Normal,None,0.068,0.112,0.154,72.76,2.76,1921.45,,81.11,0
2024-01-01 08:14:45,CNC,Normal,None,0.236,0.142,0.107,71.38,1.93,2001.34,,80.55,0
2024-01-01 08:14:50,CNC,Normal,None,0.197,0.108,0.104,73.9,1.81,1667.21,,82.72,0
2024-01-01 08:14:55,CNC,Normal,None,0.261,0.223,0.21,72.99,1.9,1657.82,,86.01,0
2024-01-01 08:15:00,3DPrinter,Normal,None,0.164,0.074,0.172,226.12,1.62,,210.19,54.37,0
2024-01-01 08:15:05,3DPrinter,Attack,Malware,0.59,0.477,0.604,278.18,3.75,,294.78,64.1,1
2024-01-01 08:15:10,3DPrinter,Normal,None,0.179,0.127,0.116,218.34,1.86,,209.18,45.98,0
2024-01-01 08:15:15,3DPrinter,Attack,DoS,0.546,0.442,0.564,278.76,4.48,,302.45,72.2,1
2024-01-01 08:15:20,CNC,Attack,DoS,0.527,0.585,0.673,90.09,3.76,2491.41,,123.25,1
2024-01-01 08:15:25,3DPrinter,Normal,None,0.179,0.182,0.141,221.54,2.31,,211.2,57.81,0
2024-01-01 08:15:30,CNC,Normal,None,0.307,0.184,0.183,72.7,1.95,1847.81,,79.0,0
2024-01-01 08:15:35,3DPrinter,Normal,None,0.149,0.11,0.097,217.1,1.98,,218.35,51.18,0
2024-01-01 08:15:40,3DPrinter,Normal,None,0.124,0.064,0.154,227.27,1.37,,204.47,48.64,0
2024-01-01 08:15:45,3DPrinter,Attack,Data_Spoofing,0.459,0.536,0.53,281.12,4.28,,292.91,64.72,1
2024-01-01 08:15:50,3DPrinter,Normal,None,0.208,0.091,0.149,215.82,2.46,,208.52,50.38,0
2024-01-01 08:15:55,3DPrinter,Normal,None,0.116,0.223,0.2,225.12,1.98,,213.89,48.35,0
2024-01-01 08:16:00,3DPrinter,Normal,None,0.206,0.088,0.187,223.41,0.97,,214.0,48.7,0
2024-01-01 08:16:05,CNC,Normal,None,0.118,0.134,0.151,74.54,2.45,1697.58,,87.42,0
2024-01-01 08:16:10,3DPrinter,Normal,None,0.133,0.133,0.197,218.48,2.16,,200.31,46.24,0
2024-01-01 08:16:15,3DPrinter,Normal,None,0.167,0.127,0.052,221.62,1.76,,207.67,45.22,0
2024-01-01 08:16:20,3DPrinter,Attack,DoS,0.482,0.47,0.54,286.95,3.67,,299.74,70.62,1
2024-01-01 08:16:25,CNC,Normal,None,0.154,0.256,0.128,68.19,2.39,1700.16,,81.21,0
2024-01-01 08:16:30,CNC,Attack,Malware,0.625,0.559,0.582,87.32,3.94,2477.89,,116.64,1
2024-01-01 08:16:35,3DPrinter,Attack,Malware,0.454,0.525,0.536,279.89,3.78,,287.88,72.65,1
2024-01-01 08:16:40,3DPrinter,Normal,None,0.162,0.124,0.175,220.48,1.77,,206.98,52.65,0
2024-01-01 08:16:45,CNC,Attack,Parameter_Tamper,0.536,0.606,0.562,90.88,3.26,2546.64,,119.86,1
2024-01-01 08:16:50,3DPrinter,Normal,None,0.11,0.104,0.119,217.29,1.99,,207.75,53.05,0
2024-01-01 08:16:55,CNC,Normal,None,0.366,0.17,0.209,70.53,2.05,1717.24,,80.34,0
2024-01-01 08:17:00,CNC,Normal,None,0.091,0.136,0.129,76.03,2.91,1696.56,,77.16,0
2024-01-01 08:17:05,CNC,Normal,None,0.185,0.127,0.256,68.06,1.88,1751.73,,76.19,0
2024-01-01 08:17:10,3DPrinter,Attack,DoS,0.428,0.455,0.532,282.56,4.1,,299.84,69.82,1
2024-01-01 08:17:15,CNC,Attack,DoS,0.548,0.537,0.874,90.9,3.5,2457.36,,124.59,1
2024-01-01 08:17:20,3DPrinter,Attack,Data_Spoofing,0.408,0.46,0.568,286.84,4.36,,302.68,72.3,1
2024-01-01 08:17:25,CNC,Normal,None,0.167,0.174,0.101,68.07,2.61,1766.52,,78.39,0
2024-01-01 08:17:30,3DPrinter,Normal,None,0.165,0.158,0.13,214.18,1.58,,211.02,50.57,0
2024-01-01 08:17:35,CNC,Normal,None,0.197,0.134,0.192,66.81,2.37,1781.29,,83.94,0
2024-01-01 08:17:40,3DPrinter,Normal,None,0.152,0.107,0.23,221.12,1.56,,212.98,50.81,0
2024-01-01 08:17:45,3DPrinter,Normal,None,0.165,0.07,0.197,226.59,1.76,,199.39,48.18,0
2024-01-01 08:17:50,CNC,Normal,None,0.145,0.209,0.198,67.48,1.97,1758.93,,77.35,0
2024-01-01 08:17:55,CNC,Attack,Data_Spoofing,0.458,0.635,0.756,92.99,3.63,2540.37,,119.9,1
2024-01-01 08:18:00,CNC,Normal,None,0.206,0.085,0.244,66.64,2.04,1852.43,,77.96,0
2024-01-01 08:18:05,CNC,Normal,None,0.234,0.149,0.296,67.0,1.93,1851.39,,80.72,0
2024-01-01 08:18:10,3DPrinter,Attack,Malware,0.536,0.483,0.489,284.17,4.08,,303.25,67.1,1
2024-01-01 08:18:15,3DPrinter,Normal,None,0.158,0.175,0.134,209.14,2.05,,207.32,49.73,0
2024-01-01 08:18:20,3DPrinter,Attack,Malware,0.489,0.471,0.528,283.75,4.06,,301.58,72.67,1
2024-01-01 08:18:25,3DPrinter,Normal,None,0.124,0.138,0.232,218.88,1.7,,209.9,49.09,0
2024-01-01 08:18:30,3DPrinter,Normal,None,0.07,0.159,0.193,215.68,1.93,,214.5,52.71,0
2024-01-01 08:18:35,3DPrinter,Normal,None,0.161,0.115,0.132,220.35,2.15,,205.36,50.72,0
2024-01-01 08:18:40,CNC,Normal,None,0.199,0.185,0.206,78.06,1.48,1731.21,,85.9,0
2024-01-01 08:18:45,CNC,Normal,None,0.155,0.13,0.227,74.84,2.73,1964.0,,82.97,0
2024-01-01 08:18:50,3DPrinter,Normal,None,0.102,0.122,0.127,207.99,1.93,,210.72,54.44,0
2024-01-01 08:18:55,CNC,Normal,None,0.223,0.096,0.174,67.77,1.67,1738.82,,79.85,0
2024-01-01 08:19:00,3DPrinter,Normal,None,0.139,0.017,0.163,213.8,1.53,,206.65,49.39,0
2024-01-01 08:19:05,CNC,Normal,None,0.18,0.118,0.107,70.96,2.74,1612.48,,80.46,0
2024-01-01 08:19:10,CNC,Attack,Malware,0.545,0.536,0.588,90.81,3.84,2283.78,,119.93,1
2024-01-01 08:19:15,3DPrinter,Attack,DoS,0.554,0.415,0.474,270.98,3.52,,301.34,71.53,1
2024-01-01 08:19:20,CNC,Normal,None,0.244,0.102,0.17,68.16,1.92,1834.28,,76.67,0
2024-01-01 08:19:25,CNC,Normal,None,0.025,0.125,0.091,69.61,2.23,1777.51,,77.4,0
2024-01-01 08:19:30,3DPrinter,Attack,DoS,0.561,0.508,0.609,271.33,4.06,,303.79,71.14,1
2024-01-01 08:19:35,CNC,Normal,None,0.225,0.06,0.168,69.9,2.12,1787.15,,72.47,0
2024-01-01 08:19:40,3DPrinter,Normal,None,0.052,0.157,0.183,226.44,1.94,,214.23,55.52,0
2024-01-01 08:19:45,CNC,Normal,None,0.128,0.21,0.113,74.18,2.1,1828.87,,81.04,0
2024-01-01 08:19:50,3DPrinter,Attack,Parameter_Tamper,0.409,0.415,0.458,285.86,4.48,,303.9,67.04,1
2024-01-01 08:19:55,CNC,Normal,None,0.284,0.063,0.145,69.08,2.51,1931.03,,85.58,0
